,RAdeg,DEdeg,Z,LOGMSTAR,LOGMSTARERR,LOGSFRSED,LOGSFRSEDERR
318,163.17989,20.996492,0.0545,10.605,0.033,0.109,0.349
319,233.65619,20.736055,0.0498,10.741,0.036,0.416,0.043
320,113.25311,39.418427,0.168,11.873,0.013,-1.022,0.531
321,155.21117,14.990502,0.0456,10.475,0.044,0.327,0.158
322,197.55127,40.186565,0.0779,11.049,0.004,0.475,0.003
323,191.68008,-0.710355,0.0821,11.264,0.009,0.718,0.028
324,211.11298,-1.274877,0.0535,10.557,0.029,0.318,0.063
325,200.09804,26.30922,0.0684,11.302,0.018,0.627,0.094
326,210.25984,26.196598,0.0647,10.789,0.012,0.26,0.018
328,222.05724,13.162477,0.0293,10.489,0.024,-0.045,0.194
329,182.19217,47.222694,0.0458,10.542,0.016,0.115,0.037
330,229.30745,34.620728,0.0612,10.754,0.03,0.306,0.18
331,244.45206,49.958447,0.0565,10.318,0.026,-0.003,0.135
332,226.43037,55.959663,0.0695,11.099,0.01,0.008,0.018
333,251.73233,43.425617,0.0574,10.79,0.019,0.264,0.052
334,137.11198,38.110226,0.0475,10.497,0.026,-0.092,0.141
335,154.45758,19.46338,0.0361,10.122,0.045,-0.122,0.219
336,223.5793,49.38333,0.038,10.54,0.023,-0.369,0.213
337,244.80092,33.2212,0.0332,10.086,0.022,-0.4,0.126
338,184.51584,4.465659,0.0801,10.714,0.02,0.043,0.119
339,160.43007,18.339525,0.0303,10.168,0.037,0.028,0.101
340,199.52321,31.56897,0.0499,10.305,0.038,-0.025,0.22
341,176.12431,55.57778,0.0559,10.882,0.036,0.701,0.165
342,234.14636,43.424892,0.0194,9.968,0.049,0.073,0.093
343,115.05835,44.08835,0.0683,10.456,0.035,0.321,0.088
344,226.45026,36.538593,0.0553,10.777,0.023,-0.759,0.789
345,218.85931,27.893217,0.176,11.825,0.034,0.157,0.777
346,195.94629,-2.689553,0.0822,11.009,0.02,0.368,0.13
348,158.29292,21.851496,0.0408,9.946,0.05,0.084,0.093
349,193.35854,-2.257231,0.0475,10.427,0.06,0.358,0.089
350,148.94362,32.429436,0.0216,10.319,0.022,-0.148,0.187
351,5.566519,-0.756861,0.0587,10.887,0.031,0.545,0.192
352,138.66405,26.699549,0.0408,10.297,0.035,0.145,0.088
353,223.49588,48.40476,0.1462,11.744,0.015,-0.868,0.522
354,122.71884,47.519905,0.0406,10.405,0.033,-0.128,0.214
355,158.23007,21.76189,0.0552,10.449,0.02,0.091,0.1
356,146.4391,33.87024,0.0224,9.911,0.05,0.099,0.056
357,175.69035,19.10784,0.082,11.047,0.019,0.524,0.086
358,333.55844,13.875658,0.0242,10.1,0.058,-0.75,0.894
359,179.50456,-2.177304,0.0818,11.408,0.011,0.596,0.02
360,201.66325,19.55602,0.0226,9.737,0.019,-0.99,0.198
361,182.52232,43.442753,0.0198,9.827,0.043,-0.314,0.014
362,216.56728,13.724515,0.0425,10.258,0.025,-0.138,0.082
363,162.75426,36.19258,0.0238,10.058,0.021,-0.327,0.031
364,232.21042,13.435448,0.0314,10.599,0.023,0.033,0.088
365,148.93959,22.078238,0.0667,10.706,0.025,0.303,0.144
366,198.2008,19.446913,0.0634,10.965,0.027,0.526,0.049
367,202.50175,42.807922,0.0453,10.559,0.024,0.007,0.147
368,33.21221,-4.597719,0.1573,11.361,0.022,-0.47,0.188
369,164.36317,32.68091,0.0603,10.953,0.013,0.056,0.067
370,153.62059,-1.23111,0.0583,10.849,0.024,0.384,0.131
371,173.28172,46.728027,0.0651,10.661,0.032,0.169,0.124
372,251.65627,34.896935,0.0373,9.99,0.064,0.256,0.124
373,180.50096,34.67119,0.0887,11.16,0.028,-0.108,0.418
374,126.87578,45.492813,0.0462,10.285,0.036,-0.108,0.17
375,128.93878,38.747124,0.0564,10.624,0.037,0.065,0.25
376,222.55061,55.119427,0.0444,10.822,0.031,-0.001,0.275
377,172.71828,-3.534866,0.1825,11.335,0.01,0.188,0.079
378,154.0205,47.14644,0.17,11.587,0.028,-0.896,0.68
379,208.49803,17.157328,0.0217,9.319,0.054,-0.546,0.096
380,131.77908,27.873602,0.0207,9.979,0.024,-0.362,0.134
381,245.10329,50.23674,0.0427,10.225,0.021,-0.157,0.017
382,127.21381,13.993807,0.0542,10.785,0.03,-0.602,0.74
383,116.81805,26.95096,0.0159,9.788,0.03,-0.447,0.078
384,241.51274,14.238816,0.2054,11.655,0.011,-0.899,0.554
385,173.62056,55.336117,0.0579,10.928,0.028,0.467,0.167
386,184.8959,28.354101,0.0284,9.996,0.035,-0.898,0.361
387,347.5694,-10.243518,0.0321,10.214,0.026,-0.097,0.121
388,134.18277,44.89687,0.0475,10.385,0.069,0.494,0.245
389,40.526077,-0.893409,0.0306,10.256,0.041,-0.007,0.177
390,136.68935,19.762833,0.1017,11.022,0.036,0.6,0.141
391,317.32797,-6.683178,0.0576,10.901,0.021,-0.327,0.226
392,246.69557,39.877594,0.031,10.231,0.02,-0.137,0.071
393,157.62114,12.462882,0.0315,10.101,0.011,-0.802,0.137
394,115.62081,31.09884,0.0421,10.435,0.034,0.093,0.19
395,178.20644,12.984394,0.0853,11.085,0.017,0.075,0.182
396,155.04015,13.329675,0.0287,10.119,0.038,0.035,0.012
397,149.21693,26.018476,0.073,10.713,0.024,0.003,0.166
398,122.09674,33.556515,0.0399,10.244,0.019,-0.136,0.045
399,184.6926,48.04868,0.0601,10.778,0.022,0.475,0.112
400,218.27307,12.899272,0.0846,11.003,0.04,0.671,0.182
401,231.0339,13.593626,0.0221,10.095,0.025,-0.191,0.057
402,116.36585,34.17337,0.0608,10.853,0.015,-0.022,0.128
403,350.79898,14.901435,0.0371,10.76,0.021,0.353,0.072
404,246.4763,43.857525,0.0324,10.575,0.019,-0.007,0.038
405,177.34975,16.641907,0.0115,9.658,0.024,-0.513,0.012
406,149.74529,45.49313,0.0707,11.193,0.02,0.886,0.074
407,254.0146,39.645493,0.0157,9.701,0.026,-0.523,0.148
408,175.72932,11.979886,0.0822,11.07,0.036,0.986,0.118
409,210.31879,13.413448,0.0186,9.697,0.032,-0.514,0.079
410,157.93771,46.67169,0.0248,10.531,0.019,0.279,0.018
411,23.39203,-9.826082,0.0408,10.14,0.037,0.073,0.061
412,188.68646,47.33649,0.1306,11.307,0.017,0.763,0.017
413,172.88167,51.41063,0.0262,10.135,0.025,-0.205,0.25
414,120.55031,32.315056,0.0371,10.874,0.021,0.464,0.033
415,331.49893,-7.471735,0.0599,11.077,0.014,0.271,0.025
416,116.15205,38.044415,0.0268,10.271,0.024,-0.333,0.151
417,142.32312,30.383904,0.0266,10.275,0.012,-0.138,0.079
418,332.4608,-9.410738,0.0706,10.751,0.019,0.207,0.08
419,228.71619,35.682022,0.061,10.811,0.018,0.109,0.073
420,204.62418,13.989483,0.0429,10.527,0.045,0.26,0.154
421,198.41333,23.471998,0.065,10.556,0.05,0.404,0.154
422,203.72624,23.42755,0.0725,11.076,0.013,0.281,0.074
423,242.97414,42.757057,0.2334,11.68,0.027,0.677,0.441
424,254.04411,34.83648,0.0316,10.608,0.007,0.152,0.011
425,251.18121,40.091854,0.0335,10.24,0.041,0.069,0.142
426,5.136054,15.347357,0.0403,10.465,0.022,0.681,0.13
427,250.97575,30.449993,0.1399,11.342,0.027,-0.037,0.638
428,25.25533,-8.390659,0.0746,11.478,0.009,0.651,0.158
429,215.7355,40.417145,0.0184,10.381,0.006,-0.09,0.004
430,167.28818,28.0765,0.0468,10.559,0.025,0.255,0.05
431,215.03036,56.237328,0.0625,10.971,0.016,0.34,0.072
432,219.58017,25.90743,0.0854,10.929,0.042,0.693,0.166
433,226.04861,13.93297,0.0333,10.028,0.028,-0.294,0.063
434,136.74358,17.963783,0.0286,10.613,0.009,-0.016,0.005
435,195.14636,57.8126,0.07,10.864,0.024,0.325,0.159
436,166.38364,46.968575,0.1487,11.497,0.036,-0.634,0.577
437,195.35487,45.73428,0.0612,10.69,0.025,0.297,0.157
438,146.15878,39.549915,0.0572,10.62,0.029,0.141,0.206
439,193.27019,44.960358,0.1059,11.231,0.037,-1.067,0.642
440,170.21486,44.59739,0.0246,9.725,0.026,-0.54,0.067
441,134.32178,20.299475,0.0322,9.984,0.024,-0.472,0.168
443,167.05312,33.542183,0.06,10.761,0.03,0.151,0.15
444,118.37307,14.023025,0.0294,9.881,0.031,-0.602,0.096
445,155.66966,46.238697,0.0168,10.482,0.005,0.008,0.012
446,191.48004,18.172216,0.0734,10.763,0.026,0.304,0.219
447,132.46767,26.886553,0.0842,10.916,0.024,0.24,0.173
448,226.69325,12.850306,0.0221,10.223,0.026,-0.191,0.052
449,173.7245,13.945036,0.0537,10.596,0.046,0.59,0.052
450,142.33566,30.845036,0.0595,10.576,0.037,0.343,0.078
451,247.83989,22.69707,0.0243,10.765,0.014,0.045,0.035
452,178.57404,32.860996,0.0106,9.396,0.036,-0.831,0.14
453,218.33574,26.207947,0.016,9.327,0.064,-0.274,0.093
454,334.43307,13.320323,0.0671,11.299,0.014,0.398,0.097
455,149.62961,40.061863,0.0663,10.818,0.029,0.421,0.166
456,185.24863,20.727655,0.143,11.344,0.039,0.208,0.571
457,196.79404,21.66669,0.0663,10.601,0.02,0.106,0.103
458,165.06747,37.240143,0.0247,10.075,0.038,-0.471,0.238
459,211.25835,44.55587,0.0407,10.224,0.026,-0.335,0.138
460,149.38487,36.341167,0.0411,10.612,0.042,-0.744,0.906
461,204.64777,16.348507,0.0945,11.088,0.04,0.14,0.613
462,349.98935,-9.908601,0.0836,11.424,0.017,0.962,0.091
463,174.95699,16.980343,0.0472,10.635,0.017,0.226,0.066
464,189.25664,43.643036,0.0312,9.428,0.08,0.042,0.121
465,192.2062,29.424274,0.0226,9.76,0.011,-2.451,0.376
466,121.74253,46.13944,0.0332,10.471,0.021,-0.135,0.027
467,44.492893,-6.698417,0.0292,9.991,0.02,-0.535,0.196
468,356.24945,0.10538,0.0371,10.337,0.02,-0.254,0.204
469,176.34874,20.875355,0.0729,11.046,0.018,0.215,0.113
470,185.09854,39.23842,0.023,10.033,0.042,-0.037,0.047
471,173.26588,58.729862,0.1067,11.569,0.02,1.092,0.101
472,191.61331,43.795406,0.0405,10.246,0.028,0.001,0.086
473,142.94344,32.942978,0.0705,11.126,0.008,0.256,0.031
474,153.61906,15.902928,0.0102,9.292,0.015,-0.705,0.008
475,132.18727,11.115459,0.0779,11.061,0.02,0.538,0.063
476,184.80013,53.940056,0.0895,11.099,0.034,-0.333,0.727
477,163.33926,12.085373,0.0465,10.789,0.031,0.557,0.177
478,109.80312,40.22601,0.067,10.723,0.046,0.554,0.112
479,188.18082,49.5141,0.0439,10.042,0.056,-0.065,0.246
480,172.07796,17.235739,0.0278,9.995,0.023,-0.143,0.015
481,50.040443,-7.717714,0.0331,9.906,0.035,-0.331,0.165
482,53.751656,-0.658852,0.0362,10.459,0.018,-0.016,0.08
483,173.27243,54.68244,0.0189,9.465,0.025,-0.916,0.061
484,214.90459,27.913797,0.1148,11.62,0.018,-1.307,0.504
485,184.87138,25.898691,0.0229,9.573,0.034,-0.887,0.206
486,119.39748,29.416798,0.0689,10.988,0.014,-0.004,0.129
487,218.2539,22.12405,0.0434,10.254,0.029,0.131,0.046
488,218.31061,13.842711,0.0174,9.385,0.049,-0.565,0.092
489,123.17973,49.462612,0.0711,11.182,0.007,0.305,0.033
490,3.98096,-9.83668,0.0615,10.491,0.032,0.301,0.12
491,116.55956,46.74873,0.0312,10.285,0.021,0.012,0.031
492,121.2675,29.7227,0.0215,10.072,0.025,-0.066,0.058
493,140.97144,20.0452,0.057,10.685,0.037,0.181,0.219
494,119.89696,24.248743,0.1014,11.305,0.021,0.639,0.114
495,155.5196,12.686142,0.0256,9.91,0.036,-0.259,0.156
496,204.81436,21.1182,0.1131,11.414,0.027,0.833,0.132
497,185.37254,38.88991,0.0999,11.178,0.027,0.849,0.145
498,177.18233,21.014874,0.0259,9.859,0.032,-0.296,0.106
499,177.15176,16.505966,0.0687,10.96,0.027,0.075,0.42
500,184.53989,12.282403,0.2493,11.812,0.014,-0.141,0.374
501,345.2202,13.177796,0.0272,10.276,0.052,0.035,0.239
502,244.25064,30.985573,0.0675,10.98,0.025,0.281,0.151
503,222.60654,46.989067,0.0868,10.82,0.028,0.388,0.146
504,245.15305,36.365726,0.0305,9.811,0.016,-0.004,0.012
505,178.42513,35.169136,0.0219,9.786,0.044,-0.182,0.066
506,1.796475,-1.59719,0.0956,10.974,0.019,0.203,0.244
507,211.32288,46.145668,0.0664,11.236,0.025,0.668,0.054
508,214.88898,56.130352,0.0296,9.898,0.029,-0.595,0.218
509,240.62018,13.8848,0.0343,9.876,0.049,0.115,0.046
510,209.91396,28.061226,0.0364,10.804,0.024,0.293,0.017
511,155.60153,27.497536,0.0842,11.008,0.016,0.263,0.099
512,248.80399,30.169418,0.0899,11.27,0.021,0.684,0.212
513,125.01526,39.47607,0.0885,10.877,0.036,0.303,0.173
514,175.8265,34.97778,0.063,10.883,0.014,-0.201,0.118
515,256.12595,21.499437,0.048,10.534,0.043,0.204,0.195
516,237.74236,46.155155,0.0386,10.089,0.041,-0.191,0.2
517,171.52892,42.267925,0.0446,10.491,0.02,-0.119,0.111
518,176.38155,33.07259,0.081,10.994,0.031,-0.297,0.669
519,124.78419,21.84633,0.0143,9.506,0.026,-0.89,0.177
520,127.06806,22.034763,0.0215,9.455,0.049,-0.643,0.143
521,183.57898,43.535275,0.0241,9.668,0.055,0.247,0.039
522,128.16568,34.13396,0.053,10.794,0.025,0.286,0.078
523,178.15836,24.307632,0.0165,9.837,0.019,-0.446,0.04
524,144.73206,35.695183,0.0201,9.793,0.038,-0.383,0.243
525,8.229515,15.256195,0.0622,10.655,0.019,0.253,0.093
526,180.83978,29.419807,0.0119,9.628,0.05,-0.45,0.135
527,124.8838,21.394304,0.0136,10.141,0.018,-0.338,0.085
528,202.35655,42.010483,0.0613,10.93,0.016,0.067,0.124
529,203.99994,-3.524777,0.1764,11.922,0.022,-0.293,0.812
530,128.08119,31.190811,0.0312,9.924,0.056,0.117,0.061
531,351.45114,14.054798,0.0377,10.296,0.01,0.2,0.046
532,129.92105,39.002247,0.0254,9.932,0.036,-0.356,0.163
533,221.02663,29.101715,0.0613,10.906,0.027,0.608,0.04
534,208.71358,14.059797,0.0787,10.876,0.026,0.55,0.129
535,179.80415,20.825256,0.0701,10.8,0.025,0.424,0.069
536,250.00964,43.693768,0.0348,10.194,0.009,0.111,0.015
537,168.08228,25.547266,0.0334,10.204,0.033,-0.38,0.248
538,165.72823,35.23919,0.0316,9.987,0.024,0.045,0.015
539,216.84122,16.526941,0.0538,10.701,0.036,0.18,0.169
540,185.0976,55.73272,0.0309,9.442,0.045,0.035,0.046
541,207.07294,37.650116,0.0343,10.176,0.037,-0.018,0.207
542,139.32024,32.019157,0.0492,10.942,0.012,0.543,0.014
543,243.47372,30.649977,0.049,10.56,0.033,-0.2,0.425
544,342.83255,-8.505168,0.0789,10.861,0.016,0.338,0.051
545,158.89589,26.258461,0.0501,10.647,0.014,0.414,0.008
546,240.56807,49.203175,0.0205,10.232,0.023,-0.461,0.193
547,191.6746,43.309002,0.0405,9.89,0.053,-0.077,0.144
548,215.05441,40.34791,0.0255,9.685,0.025,-0.441,0.025
549,118.7161,45.82252,0.0216,10.055,0.038,0.115,0.027
550,227.62508,40.90216,0.028,10.185,0.017,-0.333,0.08
551,195.15898,39.830963,0.0335,10.29,0.031,-0.934,0.242
552,6.021811,15.692255,0.0752,10.911,0.042,0.165,0.382
553,169.5901,22.485338,0.0322,10.363,0.029,0.291,0.177
554,118.37166,14.611626,0.0156,9.925,0.015,-0.446,0.017
555,222.0396,14.133779,0.0216,9.584,0.03,-0.521,0.072
556,134.0633,37.755863,0.0423,10.116,0.03,-0.054,0.052
557,201.05992,13.937409,0.0595,10.964,0.025,0.367,0.322
558,183.27243,29.553293,0.1345,11.31,0.053,-1.28,0.559
559,210.64622,40.237198,0.1087,11.435,0.019,0.63,0.248
560,116.76406,18.188965,0.0532,10.472,0.03,-0.322,0.275
561,199.66435,36.59279,0.1058,11.22,0.026,0.548,0.207
562,25.798784,-10.5152,0.1119,11.19,0.021,0.347,0.203
563,199.84386,-1.129421,0.0825,11.326,0.012,0.641,0.028
564,179.70612,43.861683,0.2411,11.695,0.014,0.102,0.214
565,125.09724,35.411915,0.0624,10.952,0.015,0.312,0.116
566,349.99792,-9.097707,0.0828,11.065,0.018,-1.218,0.72
567,123.83892,21.55818,0.0143,9.874,0.029,-0.712,0.238
568,6.36663,-1.010568,0.0448,10.419,0.024,-0.081,0.063
569,348.03067,-1.276431,0.0256,9.745,0.03,-0.546,0.097
570,159.29086,20.820784,0.1045,10.652,0.061,1.022,0.068
571,125.2256,35.491333,0.0652,11.048,0.026,0.503,0.168
572,193.48329,35.209774,0.0733,10.951,0.014,0.046,0.118
573,233.65111,37.145283,0.1588,11.427,0.017,0.209,0.139
574,181.58714,37.01404,0.0207,10.178,0.032,-0.379,0.162
575,128.5725,14.547922,0.0151,9.557,0.025,-0.901,0.132
576,143.4763,34.061867,0.0265,10.251,0.019,-0.257,0.182
577,138.84703,31.352049,0.0635,10.669,0.04,-1.245,0.894
578,249.59044,41.784676,0.0763,10.972,0.013,0.075,0.139
579,135.13846,16.235579,0.0752,10.715,0.042,-1.103,0.858
580,140.04825,16.530254,0.0725,10.877,0.045,0.947,0.018
581,189.42383,32.086723,0.0233,9.954,0.017,-0.006,0.015
583,169.4631,15.822667,0.0857,11.142,0.019,0.411,0.108
584,141.003,57.524567,0.0464,10.45,0.025,-0.023,0.113
585,198.56691,-2.074945,0.114,11.173,0.028,0.951,0.024
586,122.84738,42.135296,0.0996,10.802,0.032,0.406,0.168
587,175.83772,20.263292,0.0226,9.805,0.008,-2.749,0.389
588,193.78973,-1.091114,0.123,10.905,0.03,-0.096,0.269
589,164.73782,40.033092,0.025,9.956,0.023,-0.343,0.069
590,136.91245,28.635927,0.0224,9.933,0.043,-0.259,0.066
591,161.06946,0.027234,0.0668,10.608,0.041,0.63,0.112
592,248.28542,34.633064,0.0355,10.071,0.024,-0.217,0.144
593,5.42087,0.026507,0.1106,11.399,0.024,0.834,0.081
594,183.44576,40.903385,0.1215,11.478,0.02,0.807,0.083
595,5.591802,-0.290593,0.0857,10.668,0.044,0.464,0.133
596,342.86786,-9.762481,0.064,10.804,0.02,0.264,0.162
597,124.0985,22.383059,0.0819,11.312,0.031,0.958,0.108
598,141.85367,33.698456,0.0449,10.628,0.013,0.319,0.009
599,242.57423,34.100773,0.0718,10.555,0.032,0.48,0.111
600,240.81955,22.066042,0.0878,11.135,0.014,0.473,0.042
601,177.1352,12.705293,0.0146,9.471,0.021,-1.039,0.036
602,181.05324,38.496105,0.1247,11.398,0.049,-0.804,0.605
603,30.943686,-8.557395,0.0494,10.515,0.03,0.1,0.087
604,167.64418,12.452688,0.0208,9.725,0.028,-0.508,0.06
605,159.4638,13.658678,0.0529,10.63,0.046,0.562,0.175
606,140.303,43.856735,0.0628,10.854,0.029,0.423,0.075
607,212.77277,55.14906,0.0422,10.06,0.041,0.109,0.088
608,256.38977,38.37253,0.0325,10.184,0.02,-0.479,0.048
609,231.67937,46.44411,0.0182,9.669,0.051,-0.438,0.191
610,31.615349,13.664657,0.0302,10.153,0.019,-0.484,0.106
611,225.85406,42.057556,0.0168,9.516,0.042,-0.695,0.131
612,120.6152,30.883806,0.0462,10.457,0.021,-0.094,0.115
613,210.11446,49.827923,0.0421,10.346,0.021,0.063,0.055
614,135.30096,13.044487,0.0298,10.061,0.026,-1.668,0.887
615,233.7147,39.15667,0.0653,10.732,0.017,-1.326,0.854
616,168.49307,42.552914,0.0636,10.696,0.042,0.485,0.118
617,179.87595,27.932066,0.0507,10.744,0.014,0.053,0.115
618,19.632097,14.540104,0.1268,11.588,0.034,-0.215,0.432
619,241.82506,14.407175,0.0618,10.868,0.023,0.366,0.072
620,171.43896,24.139994,0.0237,10.559,0.023,0.146,0.021
621,167.58582,22.517977,0.0323,9.818,0.04,-0.735,0.328
622,151.9946,46.80625,0.083,10.795,0.024,0.191,0.141
623,0.013896,-10.721102,0.0828,11.052,0.042,0.741,0.182
624,223.24117,56.502026,0.0689,11.116,0.014,0.077,0.048
625,207.36765,44.5767,0.062,10.703,0.044,0.658,0.061
626,149.01784,16.514816,0.0709,11.129,0.029,-1.035,0.816
627,166.58772,42.401012,0.0755,11.012,0.012,0.446,0.053
628,166.74583,23.006315,0.0208,9.681,0.048,-0.106,0.019
629,137.23793,21.545527,0.0347,10.247,0.033,-0.053,0.27
630,138.1838,39.948227,0.0941,11.309,0.016,0.704,0.119
631,121.81094,15.450072,0.0955,11.26,0.017,-0.11,0.419
632,220.26807,57.77083,0.0375,10.504,0.025,-0.199,0.098
633,252.10976,31.926329,0.0543,10.712,0.022,0.188,0.131
634,240.46675,34.176537,0.031,10.156,0.022,-0.239,0.02
635,176.356,20.61024,0.0264,9.945,0.018,-0.489,0.078
636,208.3112,32.885216,0.1114,11.258,0.038,-0.846,0.811
637,143.18886,33.6394,0.0271,10.162,0.019,-0.235,0.084
638,164.9834,42.59905,0.038,9.99,0.054,0.057,0.081
639,47.61188,-0.012521,0.0376,10.117,0.021,-0.671,0.208
640,161.42776,14.124806,0.0319,9.951,0.033,-0.336,0.222
641,208.05658,31.587603,0.1605,11.25,0.018,-1.442,0.647
642,146.48364,43.565166,0.0742,10.821,0.037,-0.115,0.64
643,122.80535,39.638294,0.0679,10.961,0.009,0.012,0.026
644,119.49792,46.01335,0.0678,11.194,0.014,0.274,0.035
645,4.126785,-0.267341,0.0393,10.573,0.022,-0.108,0.16
646,220.01436,37.124283,0.0976,11.471,0.005,-0.332,0.063
647,197.13382,59.116814,0.0433,10.541,0.015,0.152,0.01
648,223.07162,16.941317,0.0462,10.562,0.047,0.331,0.254
649,183.68451,24.612783,0.0644,10.859,0.013,0.488,0.024
650,184.85086,12.301379,0.0263,10.603,0.013,-0.143,0.032
651,199.57402,35.707172,0.053,10.208,0.043,0.085,0.184
653,135.2855,17.455788,0.0485,10.643,0.02,0.068,0.123
654,176.5375,20.447462,0.0238,9.839,0.027,-0.448,0.149
655,117.01335,28.028341,0.0271,10.171,0.041,-1.138,1.086
656,137.23805,20.912762,0.0714,10.588,0.032,0.303,0.184
657,237.09773,34.54463,0.0959,11.181,0.033,0.672,0.215
658,116.84631,22.344803,0.0455,10.631,0.029,0.002,0.286
659,134.07315,46.179993,0.0937,10.976,0.02,-1.839,0.524
660,331.48114,-9.075539,0.0811,10.922,0.036,0.467,0.16
